date_week,spend_social,spend_tv,x1,x2,y,event_1,event_2,t
2018-04-02,77555.13759008209,29979.672076130613,0.7755513759008209,0.05995934415226123,486.15218597449126,0.0,0.0,0
2018-04-09,87894.72116237455,279933.3971252807,0.8789472116237456,0.5598667942505614,387.46680774925494,0.0,0.0,1
2018-04-16,29390.558790918898,4385.45059553842,0.29390558790918897,0.008770901191076841,431.2920007903426,0.0,0.0,2
2018-04-23,91442.57221107815,354652.0751975949,0.9144257221107815,0.7093041503951898,282.12297880404765,0.0,0.0,3
2018-04-30,16259.64844738918,417807.8533271481,0.1625964844738918,0.8356157066542963,194.8389108540508,0.0,0.0,4
2018-05-07,28169.124721215045,44918.32736807679,0.28169124721215044,0.08983665473615358,508.00957253060756,0.0,0.0,5
2018-05-14,25569.04033177075,317633.7352275439,0.2556904033177075,0.6352674704550878,439.73800599968615,0.0,0.0,6
2018-05-21,10680.968044619422,15721.999010213147,0.10680968044619422,0.03144399802042629,541.6505443421958,0.0,0.0,7
2018-05-28,6595.431402604383,7389.168627109583,0.06595431402604383,0.014778337254219166,541.2725389028426,0.0,0.0,8
2018-06-04,85266.57596488259,359476.00929968833,0.8526657596488258,0.7189520185993766,393.56626350431776,0.0,0.0,9
2018-06-11,74181.03872519474,36484.2854338689,0.7418103872519474,0.0729685708677378,599.0423792401872,1.0,0.0,10
2018-06-18,95724.84485288791,484034.9967096156,0.957248448528879,0.9680699934192312,605.588230255238,1.0,0.0,11
2018-06-25,67785.5483140787,369842.3910311351,0.677855483140787,0.7396847820622702,460.05839968116027,0.0,0.0,12
2018-07-02,6095.09414468072,49331.577246216104,0.0609509414468072,0.09866315449243221,426.00683736810987,0.0,0.0,13
2018-07-09,22076.223831061365,487798.66500096023,0.22076223831061365,0.9755973300019205,321.7554913723389,0.0,0.0,14
2018-07-16,98700.3892973684,42526.68395953913,0.987003892973684,0.08505336791907826,654.7274728219681,0.0,1.0,15
2018-07-23,14261.492650871722,280480.41958377813,0.1426149265087172,0.5609608391675562,570.6081538843476,0.0,1.0,16
2018-07-30,9736.783977107143,421524.0912763622,0.09736783977107143,0.8430481825527244,387.652167933832,0.0,0.0,17
2018-08-06,16892.623155648344,22715.89809208733,0.16892623155648345,0.04543179618417466,517.3565228900028,0.0,0.0,18
2018-08-13,21745.349867062756,323839.75633602246,0.21745349867062758,0.6476795126720449,489.48128793603195,0.0,0.0,19
2018-08-20,25816.954901445937,22115.70635339466,0.2581695490144594,0.04423141270678932,333.5319002700955,0.0,0.0,20
2018-08-27,72494.66565528164,45922.09477577772,0.7249466565528164,0.09184418955155543,241.45551597769267,0.0,0.0,21
2018-09-03,92190.57429987208,277647.1027490276,0.9219057429987207,0.5552942054980552,517.6283190112026,0.0,0.0,22
2018-09-10,12208.202598256103,469800.00607693626,0.12208202598256103,0.9396000121538726,454.6989097642997,0.0,0.0,23
2018-09-17,8493.812090232745,41844.828983046915,0.08493812090232745,0.08368965796609383,346.90626478663285,0.0,0.0,24
2018-09-24,5184.056743775138,49955.23652371194,0.05184056743775138,0.09991047304742387,285.40836745892136,0.0,0.0,25
2018-10-01,86594.03426368129,412531.25388969923,0.8659403426368129,0.8250625077793985,267.6986175305225,0.0,0.0,26
2018-10-08,91229.16124087872,44851.669944831265,0.9122916124087872,0.08970333988966253,394.9539679007183,0.0,0.0,27
2018-10-15,19218.529898822344,12041.402902057353,0.19218529898822345,0.024082805804114704,281.70662991572146,0.0,0.0,28
2018-10-22,7863.2518383993365,38838.39703461093,0.07863251838399336,0.07767679406922186,387.54828031854356,0.0,0.0,29
2018-10-29,16777.40515357831,45531.91135654427,0.16777405153578312,0.09106382271308854,300.0306855733579,0.0,0.0,30
2018-11-05,24124.97143540064,259040.67762367404,0.24124971435400638,0.5180813552473481,266.57569775867296,0.0,0.0,31
2018-11-12,18839.485016449897,2582.8958507199463,0.18839485016449897,0.005165791701439893,509.92706843848634,0.0,0.0,32
2018-11-19,12598.752451565304,450370.4527148538,0.12598752451565304,0.9007409054297076,453.3954334574722,0.0,0.0,33
2018-11-26,15917.934730809058,42470.44214615365,0.15917934730809058,0.0849408842923073,341.31500891393205,0.0,0.0,34
2018-12-03,15213.216093115905,40048.19268208382,0.15213216093115906,0.08009638536416763,301.99889740338466,0.0,0.0,35
2018-12-10,69357.57943461362,443027.0997760951,0.6935757943461363,0.8860541995521902,393.90807836201003,0.0,0.0,36
2018-12-17,12034.597300549915,459495.05466384575,0.12034597300549914,0.9189901093276915,488.77862347960735,0.0,0.0,37
2018-12-24,21547.912868172374,10089.105535952769,0.21547912868172375,0.02017821107190554,416.49256122156044,0.0,0.0,38
2018-12-31,24597.455227660335,25226.54950964933,0.24597455227660336,0.050453099019298654,426.7987816914467,0.0,0.0,39
2019-01-07,15159.671536001762,407502.96114409965,0.15159671536001762,0.8150059222881993,467.64410576661834,0.0,0.0,40
2019-01-14,66678.91679630816,288803.2481102727,0.6667891679630815,0.5776064962205454,352.5052686754195,0.0,0.0,41
2019-01-21,7251.196519391044,298260.37271722604,0.07251196519391044,0.5965207454344521,275.6504856073226,0.0,0.0,42
2019-01-28,78475.08921005549,35495.2348640652,0.7847508921005549,0.07099046972813039,384.55707388700677,0.0,0.0,43
2019-02-04,17526.119377584087,402885.9014942674,0.17526119377584087,0.8057718029885348,241.24574337517458,0.0,0.0,44
2019-02-11,22408.0093769434,30815.448496376644,0.224080093769434,0.06163089699275329,417.4464489379526,0.0,0.0,45
2019-02-18,14525.53065241206,44207.285568340856,0.1452553065241206,0.08841457113668172,533.8438900623296,0.0,0.0,46
2019-02-25,20757.06482797221,293281.9616056258,0.2075706482797221,0.5865639232112516,488.43451732591865,0.0,0.0,47
2019-03-04,7191.247982902525,9176.66144401595,0.07191247982902525,0.0183533228880319,533.63356626313,0.0,0.0,48
2019-03-11,29047.44161373786,364640.16061462247,0.2904744161373786,0.7292803212292449,490.90848975622566,0.0,0.0,49
2019-03-18,87988.28535242997,409102.0855269442,0.8798828535242997,0.8182041710538884,487.7261153326243,0.0,0.0,50
2019-03-25,29229.409433693098,286282.56366626243,0.292294094336931,0.5725651273325248,339.9359004326193,0.0,0.0,51
2019-04-01,88675.60756635982,325335.6581286795,0.8867560756635982,0.650671316257359,277.24067691636407,0.0,0.0,52
2019-04-08,11806.039046128975,424943.9861472665,0.11806039046128976,0.8498879722945331,270.2879928978674,0.0,0.0,53
2019-04-15,27565.05991359604,485148.6024238796,0.2756505991359604,0.9702972048477592,385.4323760823838,0.0,0.0,54
2019-04-22,10059.084119880757,25417.636922347105,0.10059084119880758,0.05083527384469421,359.54096848390395,0.0,0.0,55
2019-04-29,19480.4892235474,23708.436474130907,0.19480489223547398,0.047416872948261815,459.52349351313717,0.0,0.0,56
2019-05-06,26415.35710230939,6704.730493638267,0.2641535710230939,0.013409460987276535,318.63425102317683,0.0,0.0,57
2019-05-13,88778.51823803746,15235.230188041565,0.8877851823803746,0.03047046037608313,421.5616240548032,0.0,0.0,58
2019-05-20,20682.721017561078,30549.377351831416,0.2068272101756108,0.06109875470366283,291.32880831896944,0.0,0.0,59
2019-05-27,21246.165038870502,352952.72414639255,0.21246165038870501,0.7059054482927851,279.3380612349222,0.0,0.0,60
2019-06-03,15395.185054265243,10881.4263348481,0.15395185054265242,0.0217628526696962,462.0521771430922,0.0,0.0,61
2019-06-10,17349.770481112973,329260.2278293095,0.17349770481112975,0.6585204556586189,587.1299429687718,1.0,0.0,62
2019-06-17,8613.104721651172,20920.00220784302,0.08613104721651173,0.04184000441568604,526.3896779295064,1.0,0.0,63
2019-06-24,19691.114304442803,11279.64341021055,0.19691114304442803,0.0225592868204211,548.9175242688383,0.0,0.0,64
2019-07-01,28128.00295941993,391442.9751079802,0.2812800295941993,0.7828859502159604,462.8208930338166,0.0,0.0,65
2019-07-08,13671.745113370926,411987.1205503025,0.13671745113370926,0.823974241100605,358.85240777559545,0.0,0.0,66
2019-07-15,5570.096775742438,329053.5379560108,0.05570096775742438,0.6581070759120216,822.037035155756,0.0,1.0,67
2019-07-22,79292.13747771601,387286.09589991986,0.7929213747771601,0.7745721917998397,759.3081870520136,0.0,1.0,68
2019-07-29,63309.199996897536,31300.624047052854,0.6330919999689754,0.06260124809410571,477.30800257230425,0.0,0.0,69
2019-08-05,17267.674858863025,25636.962230337915,0.17267674858863025,0.05127392446067583,314.9077002681596,0.0,0.0,70
2019-08-12,82869.12209504301,471600.7216809269,0.8286912209504301,0.9432014433618539,406.30907652504754,0.0,0.0,71
2019-08-19,11674.39157729734,375908.23129577475,0.1167439157729734,0.7518164625915496,369.4695237383016,0.0,0.0,72
2019-08-26,18016.810061788445,449967.6026909591,0.18016810061788446,0.8999352053819183,316.8923420089364,0.0,0.0,73
2019-09-02,5540.3019970082605,41869.118117253434,0.05540301997008261,0.08373823623450687,295.19514775258085,0.0,0.0,74
2019-09-09,95846.43087359067,5792.8362167634195,0.9584643087359067,0.01158567243352684,409.53045074863235,0.0,0.0,75
2019-09-16,18850.903588476238,42099.66055197316,0.18850903588476237,0.08419932110394632,385.5622098825968,0.0,0.0,76
2019-09-23,21806.002325995294,14030.571806682796,0.21806002325995294,0.02806114361336559,434.4848860069882,0.0,0.0,77
2019-09-30,21485.565867297544,8649.72225957969,0.21485565867297546,0.01729944451915938,320.6326129458893,0.0,0.0,78
2019-10-07,90745.89967670628,37134.62833625428,0.9074589967670628,0.07426925667250857,396.10393347719446,0.0,0.0,79
2019-10-14,27900.2961284402,41358.67122603432,0.279002961284402,0.08271734245206865,531.2600054794954,0.0,0.0,80
2019-10-21,5935.313904404495,343065.39329788706,0.05935313904404495,0.6861307865957741,475.31394598297794,0.0,0.0,81
2019-10-28,14273.057096560971,30042.020397254044,0.1427305709656097,0.06008404079450809,482.7127065194774,0.0,0.0,82
2019-11-04,92330.05888257208,18245.968053912624,0.9233005888257207,0.03649193610782525,336.2179601088059,0.0,0.0,83
2019-11-11,28822.484876743627,498866.11814590933,0.28822484876743626,0.9977322362918186,321.3382794490538,0.0,0.0,84
2019-11-18,17876.428230792862,327740.3774801916,0.17876428230792862,0.6554807549603832,538.5089875120125,0.0,0.0,85
2019-11-25,28401.089251224083,426351.5913710032,0.2840108925122408,0.8527031827420064,466.379181301309,0.0,0.0,86
2019-12-02,6122.765484808225,32044.431729307973,0.06122765484808225,0.06408886345861595,522.5207813889241,0.0,0.0,87
2019-12-09,29809.38910139593,10452.882930112075,0.2980938910139593,0.02090576586022415,571.1163031347726,0.0,0.0,88
2019-12-16,89944.32077827796,290937.82606457395,0.8994432077827796,0.5818756521291479,409.86419160505994,0.0,0.0,89
2019-12-23,95737.86558791452,41815.2145275119,0.9573786558791453,0.0836304290550238,382.2007790364199,0.0,0.0,90
2019-12-30,12898.226295769828,388992.3570071121,0.12898226295769827,0.7779847140142242,543.1920941678161,0.0,0.0,91
2020-01-06,86466.45052671045,497580.4160815681,0.8646645052671045,0.9951608321631362,398.9093024506338,0.0,0.0,92
